א	אַלעף
מבטן ולידה	מיבעטן וועליידעה
מבטן־ולידה	מיבעטן־וועליידעה
מבית לבית	מיבאַיִת לעבאַיִת
מבית־לבית	מיבאַיִת־לעבאַיִת
מבעוד יום	מיבאָד יאָם
מבעוד־יום	מיבאָד־יאָם
מבֿאר	מעבֿאַער
מבֿוהל	מעוווּעל
מבֿוהלדיק	מעוווּעלדיק
מבֿוזה	מעוווּזעה
מבֿוזה ומבֿזה	מעוווּזע אומעבֿאַזעה
מבֿוזה־ומבֿזה	מעוווּזע־אומעבֿאַזעה
מבֿויש	מעוווּיעש
מבֿולבל	מעוווּלבל
מבֿוסם	מעוווּסעם
מבֿזה	מעבֿאַזעה
מבֿחין	מאַפֿחן
מבֿטיח	מאַפֿטיִעח
מבֿטל	מעבֿאַטל
מבֿייש	מעבֿײַעש
מבֿין	מייוון
מבֿין בלשון	מייוון בעלאָשן
מבֿין־בלשון	מייוון־בעלאָשן
מבֿין כּל דיבור	מייוון כּאָל דיבער
מבֿין־כּל־דיבור	מייוון־כּאָל־דיבער
מבֿינות	מעבֿינעת
מבֿינטע	מייוונטע
מבֿינטעס	מייוונטעס
מבֿינים	מעבֿינים
מבֿלבל	מעבֿאַלבל
מבֿער	מעבֿאַער
מבֿער חמץ	מעבֿאַער חאָמעץ
מבֿער־חמץ	מעבֿאַער־חאָמעץ
מבֿקר חולה	מעבֿאַקער חוילעה
מבֿקר־חולה	מעבֿאַקער־חוילעה
מבֿשׂר	מעבֿאַשׂער
מבֿשׂר בשׂורה	מעבֿאַשׂער פּשׂורעה
מבֿשׂר־בשׂורה	מעבֿאַשׂער־פּשׂורעה
מגביל	מאַגביל
מגדל	מעגאַדל
מגולגל	מעגולגל
מגונה	מעגונעה
מגושם	מעגושעם
מגושמדיק	מעגושעמדיק
מגזם	מעגאַזעם
מגיד	מאַגעד
מגידות	מאַגידעת
מגידים	מאַגידים
מגידקע	מאַגעדקע
מגיה	מאַגיִעה
מגיים	מאַגיִיִם
מגייר	מעגײַער
מגילה	מעגילעה
מגילות	מעגילעת
מגילת איכה	מעגילעת אייכעה
מגילת־איכה	מעגילעת־אייכעה
מגילת אסתּר	מעגילעת עסתּער
מגילת־אסתּר	מעגילעת־עסתּער
מגילת רות	מעגילעת רות
מגילת־רות	מעגילעת־רות
מגלה	מעגאַלעה
מגלה טמירין	מעגאַלע טמירן
מגלה־טמירין	מעגאַלע־טמירן
מגמגם	מעגאַמגעם
מגן	מאָגן
מגן דוד	מאָגן דאָוועד
מגן־דוד	מאָגן־דאָוועד
מגע־ומשׂא	מאַגעמאַסע
מגע־משׂא	מאַגעמאַסע
מגפֿה	מאַגייפֿעה
מגפֿות	מאַגייפֿעת
מדאורײַתא	מידוירײַתע
מדבק	מעדאַבעק
מדבר	מידבער,מעדאַבער
מדובר	מעדובער
מדור לדור	מידאָר לעדאָר
מדחה	מאַטחעה
מדי	מאָדײַ
מדי חודש בחודשו	מידיי חוידעש בעחאָטשע
מדי יום ביומו	מידיי יאָם בעיוימע
מדי שבת בשבתּו	מידיי שאַבעת בעשאַבאַתּע
מדינה	מעדינעה
מדינה גייער	מעדינע גייער
מדינה־גייער	מעדינע־גייער
מדינה חכם	מעדינע כאָכעם
מדינה־חכם	מעדינע־כאָכעם
מדינה חכמים	מעדינע כאַכאָמים
מדינה־חכמים	מעדינע־כאַכאָמים
מדינות	מעדינעת
מדינת־	מעדינעת
מדינת ישׂראל	מעדינעת ייִשׂראָעל
מדינת־ישׂראל	מעדינעת־ייִשׂראָעל
מדע	מאַדע
מדפּיס	מאַטפּעס
מדפּיסים	מאַטפּיסים
מדקדק	מעדאַקדעק
מדרבנן	מידראַבאָנען
מדרגה	מאַדרייגעה
מדרגות	מאַדרייגעת
מדריך	מאַדרעך
מדריכים	מאַדריכים
מדרש	מעדרעש
מדרשים	מעדראָשים
מה	מאַ,מאָ,מעה
מה אָנו ומה חיינו	מאָ אָנו אומע חאַייינע,מאָנע מעכאַייינע
מה אָנו ומה חיינו	מאָ אָנו אומע חאַייינע,מאָנע־מעכאַייינע
מה לי לשקר	מאַ לי לעשאַקער
מה פּשעי	מאַ פּישי
מה שמך	מאַ שמעכאָ
מה שמכם	מאַ שמייכעם
מה־בכּך	מאַבעכּאַך
מה־דאָך	מאַדעך
מה־טובֿ	מאַטויבֿ
מה־טובֿו	מאַטויווע
מה יוקר	מאַ יויקער
מה־יוקר	מאַ־יויקער
מה־יעשׂהניק	מאַיײַסעניק
מה־יפֿית	מאַיאָפֿעת
מה יפֿית ייִד	מאַיאָפֿעת ייִד
מה־יפֿית־ייִד	מאַיאָפֿעת־ייִד
מה יפֿית לידל	מאַיאָפֿעת לידל
מה־יפֿית־לידל	מאַיאָפֿעת־לידל
מה־יפֿיתניק	מאַיאָפֿעתניק
מה יקר	מאַ יאָקער
מה־יקר	מאַ־יאָקער
מה נאה	מאַ נאָעה
מה־נאה	מאַ־נאָעה
מה נשתּנה	מאַ נישתּאַנעה
מה־נשתּנה	מאַ־נישתּאַנעה
מה־רעש	מאַראַש
מהאַי טעמא	מעהײַ טײַמע
מהאַי־טעמא	מעהײַ־טײַמע
מהדר	מעהאַדער
מהדרין מן המהדרין	מעהאַדרין מין האַמעהאַדרין
מהדרין־מן־המהדרין	מעהאַדרין־מין־האַמעהאַדרין
מהודר	מעהודער
מהודרים	מעהודאָרים
מהומה	מעהומעה
מהומות	מעהומעת
מהות	מעהות
מהחל ועד כּלה	מעהאָחייל וועאַד כּאָלאָה
מהיום והלאה	מעהײַעם וואָהאָלעה
מהיכא תּיתי	מייכע תּייסע,מעכטייסע
מהיכא־תּיתי	מייכע־תּייסע,מעכטייסע
מהיכא־תּיתידיק	מעכטייתעדיק
מהיכא־תּיתיניצע	מעכטייתעניצע
מהיכא־תּיתיניק	מעכטייתעניק
מהירות	מעהירעת
מהלך	מעהאַלעך
מהלך רבֿ	מעהאַלעך ראַבֿ
מהלך־רבֿ	מעהאַלעך־ראַבֿ
מהנה	מעהאַנעה
מהפּך	מעהאַפּעך
מהר…	מאַהאַר…,מאַר…
מהרהר	מעהאַרהער,מעהאַרער
מהר״ל	מאַהאַראַל
מהר״ם	מאַהאַראַם
מהרש״אָ	מאַהאַרשאָ
מהרש״ל	מאַהאַרשאַל
מואבֿ	מויעבֿ
מודה	מוידעה
מודה אַני	מוידע אַני
מודה־אַני	מוידע־אַני
מודה ומתוודה	מוידע אומיתוואַדעה
מודה־ומתוודה	מוידע־אומיתוואַדעה
מודים	מוידים
מודיע	מוידיִע,מעדיִע
מודיעין	מאָדין,מוידיִיִן
מודעה	מוידאָע,מעדאָעה
מוהל	מויעל
מוהל מעל	מויעל מעל
מוהל־מעל	מויעל־מעל
מוהלשאַפֿט	מויעלשאַפֿט
מוהר״ר	מוהאַראַר
מוותּר	מעוואַתּער
מוח	מויעח
מוחות	מויחעת
מוחזק	מוחזעק
מוחל	מויחל,מויעכל,מייכל
מוחן	מויעחן
מוחרם	מוחרעם
מוטל	מוטל
מוטל בספֿק	מוטל בעסאָפֿעק
מוטל־בספֿק	מוטל־בעסאָפֿעק
מוכּז	מוכּאַז
מוכּ״ז	מוכּאַז
מוכּת עץ	מוכּעת עץ
מוכּת־עץ	מוכּעת־עץ
מוכיח	מויכיִעח
מוכיחים	מויכיחים
מוכן	מוכן
מוכן ומזומן	מוכן אומזומען
מוכן־ומזומן	מוכן־אומזומען
מוכס	מויכעס
מוכסים	מאָכסים
מוכר	מויכער
מוכר ספֿרים	מויכער ספֿאָרים
מוכר־ספֿרים	מויכער־ספֿאָרים
מוכר ספֿרימניק	מויכער ספֿאָרימניק
מוכר־ספֿרימניק	מויכער־ספֿאָרימניק
מוכר ספֿרימס	מויכער ספֿאָרימס
מוכר־ספֿרימס	מויכער־ספֿאָרימס
מוכר ספֿרימען	מויכער ספֿאָרימען
מוכר־ספֿרימען	מויכער־ספֿאָרימען
מוכרי ספֿרים	מאָכרע ספֿאָרים
מוכרי־ספֿרים	מאָכרע־ספֿאָרים
מוכרים	מאָכרים
מולד	מוילעד
מוליד	מוילעד
מולך	מוילעך
מולכער	מוילעכער
מום	מום
מומחה	מומחעה
מומחהטע	מומחעטע
מומחהנטע	מומחענטע
מומחים	מומחים
מומים	מומים
מומר	מומער
מומר להכעיס	מומער לעהאַכעס
מומר־להכעיס	מומער־לעהאַכעס
מומר לתּאָבֿון	מומער לעתּעאָוון
מומר־לתּאָבֿון	מומער־לעתּעאָוון
מומרים	מומאָרים,מומרים
מוסיף	מויסעף
מוסכּם	מוסכּעם
מוסף	מוסעף
מוספֿים	מוסאָפֿים
מוסר	מאָסער,מוסער
מוסר כּתבֿ זה	מויסער כּתאַבֿ זעה
מוסר השׂכּל	מוסער האַשׂכּל
מוסר־השׂכּל	מוסער־האַשׂכּל
מוסר ליטעראַטור	מוסער ליטעראַטור
מוסר־ליטעראַטור	מוסער־ליטעראַטור
מוסר מודעה	מויסער מוידאָעה
מוסר־מודעה	מויסער־מוידאָעה
מוסר נפֿש	מויסער נעפֿעש
מוסר־נפֿש	מויסער־נעפֿעש
מוסר ספֿר	מוסער סייפֿער
מוסר־ספֿר	מוסער־סייפֿער
מוסר ספֿרים	מוסער ספֿאָרים
מוסר־ספֿרים	מוסער־ספֿאָרים
מוסרט	מוסערט
מוסרן	מוסערן
מוסרניק	מוסערניק
מוסרסט	מוסערסט
מועד	מויעד
מועד קטן	מויעד קאָטן
מועד־קטן	מויעד־קאָטן
מופֿלג	מופֿלעג
מופֿלג בתּורה	מופֿלעג באַתּוירעה
מופֿלג־בתּורה	מופֿלעג־באַתּוירעה
מופֿלג תּורה	מופֿלעג תּוירעה
מופֿלג־תּורה	מופֿלעג־תּוירעה
מופֿלגים	מופֿלאָגים
מופֿקר	מופֿקער
מופֿקרים	מופֿקאָרים
מופֿקרת	מופֿקערעת
מופֿת	מויפֿעת
מופֿתים	מאָפֿתים
מוצא חן	מויצע חיין
מוצא־חן	מויצע־חיין
מוצאי־	מאָצע
מוצאי שבת	מאָצע שאַבעת
מוצאי־שבת	מאָצע־שאַבעת
מוציא	מויצע
מוציא זרע לבֿטלה	מויצע זערע לעבֿאַטאָלעה
מוציא־זרע־לבֿטלה	מויצע־זערע־לעבֿאַטאָלעה
מוציא לעז	מויצע לאַאַז
מוציא־לעז	מויצע־לאַאַז
מוציא שם רע	מויצע שעמראַ
מוציא־שם־רע	מויצע־שעמראַ
מוציא שנתו	מויצע שנאָתע
מוציא־שנתו	מויצע־שנאָתע
מוציאס	מויצעס
מוצלח	מוצלעח
מוצלחים	מוצלאָחים
מוקדם ומאוחר	מוקדעם אומעוחער
מוקיר־	מויקער
מוקירי־	מויקירע
מוקצה	מוקצעה
מוקצה מחמת מיאוס	מוקצע מאַחמעת מיִעס
מוקצה־מחמת־מיאוס	מוקצע־מאַחמעת־מיִעס
מוקשה	מוקשעה
מורא	מוירע
מוראדיק	מוירעדיק
מוראדיקן	מוירעדיקן
מוראדיקס	מוירעדיקס
מוראדיקע	מוירעדיקע
מוראדיקער	מוירעדיקער
מורד	מוירעד
מורד במלכות	מוירעד בעמאַלכעת
מורד־במלכות	מוירעד־בעמאַלכעת
מורדים	מאָרדים
מורדים במלכות	מאָרדים בעמאַלכעת
מורדים־במלכות	מאָרדים־בעמאַלכעת
מורה דרך	מוירע דערעך
מורה־דרך	מוירע־דערעך
מורה הוראה	מוירע הויראָע,מוירעראָעה
מורה־הוראה	מוירע־הויראָע,מוירעראָעה
מורה היתּר	מוירע העתּער
מורה־היתּר	מוירע־העתּער
מורה מורינו	מוירע מויריינע
מורה־מורינו	מוירע־מויריינע
מורה נבֿוכים	מוירע נעוווּכים
מורה־נבֿוכים	מוירע־נעוווּכים
מורנו	מויריינע,מעריינע
מורנו הרבֿ רב	מויריינע האָראַוו רעב
מורנו ורבנו הרבֿ רב	מויריינע וועראַביינע האָראַוו רעב
מורשה	מורשעה
מורשים	מורשים
מושבֿ	מוישעבֿ
מושבֿ זקנים	מוישעבֿ סקיינים
מושבֿ־זקנים	מוישעבֿ־סקיינים
מושבֿ לצים	מוישעבֿ לייצים
מושבֿ־לצים	מוישעבֿ־לייצים
מושווה	מושוועה
מושל	מוישל
מושל בכּיפּה	מוישל בעכּיפּעה
מושל־בכּיפּה	מוישל־בעכּיפּעה
מושלים	מאָשלים
מושלים בכּיפּה	מאָשלים בעכּיפּעה
מושלים־בכּיפּה	מאָשלים־בעכּיפּעה
מושלם	מושלעם
מושלמים	מושלאָמים
מושלמת	מושלעמעת
מושפּע	מושפּע
מותּר	מותּער,מעוואַטער
מותר	מויתער
מותרות	מאָסרעס,מויתרעת
מזבח	מיזבייעח
מזבחות	מיזבייחעת
מזג־טובֿ	מעזעקטאָוו
מזדווג	מיזדאַוועג
מזהיר	מאַזער
מזווג	מעזאַוועג
מזוזה	מעזוזעה
מזוזות	מעזוזעת
מזומן	מעזומען
מזומנים	מעזומאָנים
מזונות	מעזוינעת
מזיוו השכינה	מעזיוו האַשכינעה
מזיוו־השכינה	מעזיוו־האַשכינעה
מזיק	מאַזעק
מזיקים	מאַזיקים
מזיקן	מאַזיקן
מזכּה	מעזאַכּעה
מזכּיר	מאַסכּער
מזכּיר נשמות	מאַסכּער נעשאָמעת
מזכּיר־נשמות	מאַסכּער־נעשאָמעת
מזל	מאַזל
מזל אַריה	מאַזל אַריעה
מזל בתולה	מאַזל פּתולעה
מזל גדי	מאַזל געדי
מזל דגים	מאַזל דאָגים
מזל דלי	מאַזל דעלי
מזל טלה	מאַזל טאָלעה
מזל מאָזנים	מאַזל מאָזנאַיִם,מאָזנאַיִם
מזל סרטן	מאַזל סאַרטן
מזל עקרבֿ	מאַזל אַקרעבֿ
מזל קשת	מאַזל קאַשעת
מזל שור	מאַזל שאָר
מזל תּאומים	מאַזל תּוימים
מזל ברכה	מאַזל בראָכעה
מזל־ברכה	מאַזל־בראָכעה
מזל־טובֿ	מאַזלטאָוו
מזלות	מאַזאָלעת
מזלזל	מעזאַלזל
מזנה	מעזאַנעה
מזרז	מעזאַרעז
מזרחי	מיזראָחי
מחבבֿ	מעחאַבעבֿ
מחבל	מעחאַבל
מחבלים	מעחאַבאָלים,מעחאַבלים
מחבק ומנשק	מעחאַבעק אומענאַשעק
