source	target	freq
وإستقلالها	wa-istiqlālihā	1
وإستقرار	wa-istiqrār	1
وإستغلال	wa-istighlāl	1
وإستعمالهم	wa-istiʻmālihim	1
وإستشراق	wa-istishrāq	1
لثماني	li-thamānī	1
وإستعمالها	wa-istiʻmāluhā	1
وإستعمالاتها	wa-istiʻmālātuhā	1
وإستعمال	wa-istiʻmāl	1
وإستعصامها	wa-istiʻṣāmihā	1
وإستشهاده	wa-istishhāduhu	1
الجرسي	al-Jarīsī	1
وإحدى	wa-iḥdá	1
الأسرات	al-usrāt	1
لجغرافية	li-jughrāfīyat	1
لجلادها	li-jallādihā	1
1954-2007	1954-2007	1
وأولمرت	wa-Ūlmirt	1
الأستغاثة	al-Istighāthah	1
tafsīr	تفسير	1
وأولاد	wa-awlād	1
لجلالي	al-Jalālī	1
وأول	wa-awwal	1
وأولويات	wa-awlawīyāt	1
الأستصحاب	al-Istiṣḥāb	1
وأولياؤها	wa-awliyāʼuhā	1
الأستدلال	al-istidlāl	1
وأيقونة	wa-ayqūnah	1
لجغرافيي	li-Jughrāfīyī	1
وأيقوناته	wa-ayqūnātuhu	1
وأيسر	wa-aysar	1
وأيديولوجيا	wa-aydiyūlūjiyā	1
وأيدها	wa-ayyadahā	1
وأية	wa-ayyatu	1
الأسترالية	al-Ustrālīyah	1
الأسترآبادي	al-Astarābādī	1
وأيامه	wa-ayyāmuhu	1
الأستراتيجية	al-Istrātījīyah	1
لجلجامش	li-jiljāmish	1
وأوكار	wa-awkār	1
وأوقات	wa-awqāt	1
وأوراقه	wa-awrāqihi	1
level	level	1
وأورطة	wa-ūrṭat	1
لجمالية	li-jamālīyat	1
وأورشليم	wa-Ūrshalīm	1
وأوربية	wa-Ūrubbīyah	1
الأسرائيلية	al-Isrāʼilīyah	1
لجماهير	li-jamāhīr	1
وأوروپا	wa-Ūrūpā	1
الأسراب	al-asrāb	1
وأودعه	wa-awdaʻahu	1
وأوحد	wa-awḥad	1
وأوزان	wa-awzān	1
وأوفه	wa-Ūfah	1
وأوضاعها	wa-awḍāʻihā	1
لجلسات	li-jalasāt	1
لجلوس	li-julūs	1
وأوعية	wa-awʻiyah	1
وأوطانها	wa-awṭānuhā	1
وأوطان	wa-awṭān	1
الجرجو	al-Jirjawi	1
وأوزيريس	wa-Ūzīrīs	1
1954-2004	1954-2004	1
sér	sér	1
وأوصافه	wa-awṣāfuhu	1
وأوسلو	wa-Ūslū	1
وأوسع	wa-awsaʻ	1
وأيلول	wa-Aylūl	1
الأستاذين	al-ustādhīn	1
لجانب	li-jānib	1
الأستاذه	al-Ustādhah	1
وإجتماعا	wa-ijtimāʻan	1
وإجتماع	wa-ijtimāʻ	1
لجده	li-jaddih	1
لجدوى	li-jadwá	1
الأستئناف	al-istiʼnāf	1
لجديد	li-jadīd	1
وإجازات	wa-ijāzāt	1
وإجابات	wa-ijābāt	1
وإثيوبيا	wa-Ithyūbyā	1
الأستاد	al-Ustād	1
لجذور	li-judhūr	1
وإتقان	wa-itqān	1
لجدليات	li-jadalīyāt	1
لجدار	li-jidār	1
وإجراء	wa-ijrāʼ	1
وإحباطه	wa-iḥbāṭuhu	1
وإحتياطية	wa-iḥtiyāṭīyah	1
لجانه	lijānahu	1
وإحتماليات	wa-iḥtimālāt	1
لجانها	lijānuhā	1
لجبار	li-Jabbār	1
وإحتمالات	wa-iḥtimālāt	1
وإحالات	wa-iḥālāt	1
لجثة	li-juththah	1
الجرذان	al-Jirdhān	1
وإجراءاتها	wa-ijrāʼātuhā	1
وإجراءاته	wa-ijrāʼātuhu	1
الأسبانية	al-Isbānīyah	1
وإتفاقيات	wa-ittifāqīyāt	1
وإتخاذ	wa-ittikhādh	1
وإبداعية	wa-ibdāʻīyat	1
لجزر	li-juzur	1
وإبريل	wa-Abrīl	1
لجسد	li-jasad	1
وإبرام	wa-ibrām	1
وإبراز	wa-ibrāz	1
وإبداعاتهم	wa-ibdāʻātuhum	1
الأستاذان	al-ustādhān	1
tailorʼs	tailorʼs	1
وإبتساماتي	wa-ibtisāmātī	1
وؤتمر	Muʼtamar	1
وأھل	wa-ahl	1
وإبصاليات	wa-ibṣālīyāt	1
وإبطاله	wa-ibṭālih	1
وإتحادات	wa-ittiḥādāt	1
الجرحي	al-Jarḥī	1
وإتحاد	wa-ittiḥād	1
وإتجاهاته	wa-ittijāhātuhu	1
talk	talk	1
وإبنه	wa-ibnihi	1
tales	tales	1
وإبلاغ	wa-iblāgh	1
وإبليس	wa-Iblīs	1
الجرحى	al-jarḥá	1
لجريدتي	li-jarīdatay	1
لجرير	li-Jarīr	1
leurs	leurs	1
وإبلها	wa-ibiluhā	1
وأعوام	wa-aʻwām	1
وآلات	wa-ālāt	1
structure	structure	1
الأطار	al-Iṭār	1
وأحوالها	wa-aḥwāluhā	1
وأحواله	wa-aḥwāluh	1
الجدي	al-jaddī	1
وأحواضها	wa-aḥwāḍihā	1
وأحوازهما	wa-aḥwāzuhumā	1
وأحوازها	wa-aḥwāzuhā	1
وأحوازنا	wa-aḥwāzunā	1
الأطايب	al-Atāyib	1
وأحوالهن	wa-aḥwālihinn	1
وأحکام	wa-aḥkām	1
لحقوقهم	li-ḥuqūqihim	1
لحقيقة	li-ḥaqīqat	1
الجديث	al-ḥadīth	1
لحكاية	li-ḥikāyat	1
الجدية	al-jiddīyah	1
لحكماء	li-ḥukamāʼ	1
لحكومات	li-ḥukūmāt	1
وأحل	Wa-aḥalla	1
وأحاجينا	wa-aḥājīnā	1
لحلقات	li-Ḥalaqāt	1
1419هـ	1419H	1
وأجوية	wa-ajwibah	1
وأجوبتها	wa-ajwibatuhā	1
لحلقة	li-ḥalqat	1
لحلها	li-ḥallihā	1
وأحداثه	wa-aḥdāthihi	1
الأطراب	al-Aṭrāb	1
الأطرابلسي	al-Aṭrābulusī	1
الأطراس	al-Aṭrās	1
وأحدث	wa-aḥdath	1
1418-1426	1418-1426	1
وأحفادهم	wa-aḥfāduhum	1
وأحسن	wa-aḥsana	1
وأحزان	wa-aḥzān	1
وأحرقت	Wa-aḥraqtu	1
streets	streets	1
وأخطارها	wa-akhtārihā	1
وأدبياته	wa-adabīyātihi	1
لحظي	Laḥẓī	1
liberal	liberal	1
الأصمعى	al-Aṣmaʻī	1
student	student	1
الأصور	al-Aṣwar	1
وأدباً	wa-adabān	1
لحفظة	li-Ḥafaẓat	1
وأدبائها	wa-udabāʼihā	1
وأدعية	wa-adʻiyah	1
وأدواتها	wa-adawātihā	1
وأدوارهم	wa-adwāruhum	1
وأدوارها	wa-adwāruhā	1
الأصفي	al-Āṣafī	1
liber	liber	1
وأدواته	wa-adawātuhu	1
الأصفية	al-Aṣafīyah	1
وأدلتها	wa-adillatihā	1
الأصقه	al-Aṣqah	1
وأدباؤه	wa-udabāʼuhu	1
وأخواتنا	wa-akhawātinā	1
وأخويه	wa-akhwayh	1
وأخوه	wa-akhūhu	1
liberated	liberated	1
وأخواته	wa-akhawātih	1
وأخلاقيا	wa-akhlāqīyan	1
1954-1953	muḥāḍarāt	1
وأخلاقهم	wa-akhlāquhum	1
وأخطر	wa-akhṭar	1
structurel	structurel	1
لحقب	li-ḥiqab	1
وأدائها	wa-adāʼihā	1
1417-1525	1417-1525	1
لحفي	Luḥafī	1
وأداة	wa-adāh	1
وأدابها	wa-adābihā	1
لحقائق	li-ḥaqāʼiq	1
وأدائه	wa-adāʼuh	1
وأداء	wa-ādāʼ	1
storm	storm	1
وأدونيس	wa-Adūnīs	1
الجدعا̣ني	al-Jadʻạ̄nī	1
وأبراج	wa-abrāj	1
وأبد	wa-abad	1
وأبحاثها	wa-abḥāthihā	1
1422	1422	1
لحنة	Lajnat	1
1422-2002	1422-2002	1
وأبجديات	wa-abjadīyāt	1
وأبجدها	wa-abjadahā	1
وأبان	wa-abāna	1
وأباظة	wa-Abāẓah	1
الأعدل	al-aʻdal	1
الأعدقاء	al-Aʻdiqāʼ	1
وأبطالها	wa-abṭāluhā	1
liberty	liberty	1
لحمودة	li-Ḥammūdah	1
وأبهم	wa-ubhima	1
وأبنيته	wa-abniyatuh	1
الأعاني	al-Aghānī	1
الأعتماد	al-Iʻtimād	1
وأبناؤهم	wa-ābnāʼuhum	1
الأعجمي	al-Aʻjamī	1
الأعجوبة	al-uʻjūbah	1
وأباطرة	wa-abāṭirah	1
وأ	wa-A	1
وآليتها	wa-Ālīyatuhā	1
stone	stone	1
1422ه	1422H	1
لحوالي	li-ḥawālī	1
الأعزة	al-aʻizzah	1
الأعسر	al-Aʻsar	1
وآلة	wa-ālat	1
1953-2007	1953-2007	1
لحوض	li-Ḥawḍ	1
لحوكمة	li-ḥawkamat	1
وآلاته	wa-ālātuh	1
لحوافز	li-ḥawāfiz	1
وآيرلندا	wa-Īrlanda	1
وآيت	wa-Āyt	1
وآية	wa-āyat	1
وآه	Wā-āh	1
وآنقرة	wa-Ānqarah	1
وآناطولي	wa-Ānāṭūlī	1
الجدبة	al-Jadbah	1
وآن	wa-Ān	1
stop	stop	1
وأبوابه	wa-abwābuh	1
وأجنحة	wa-ajniḥat	1
وأبيدو	wa-abīdū	1
وأثيوبيا	wa-ithyūbiyā	1
وأثني	wa-athná	1
وأثنى	wa-athná	1
الجدود	al-judūd	1
وأثناءها	wa-athnāʼihā	1
stores	stores	1
لحمات	laḥamāt	1
الأطلنتية	al-Aṭlantīyah	1
لحمادي	li-Ḥammādī	1
الأطلنطي	al-Aṭlanṭī	1
وأجتماعية	wa-ijtimāʻīyah	1
وأجزائها	wa-ajzāʼihā	1
1954-19	1954-19	1
وأجنبية	wa-ajnabīyah	1
الجدوع	al-Jaddūʻ	1
لحلواني	al-Ḥulwānī	1
وأجناسها	wa-ajnāsuhā	1
لحلولو	li-Ḥalūlū	1
وأجزك	wa-ajzaka	1
وأجناس	wa-ajnās	1
الأطلسي	al-Aṭlasī	1
لحليب	li-ḥalīb	1
وأجلة	wa-ajillat	1
وأجزيتها	wa-ajziyatuhā	1
لحماسة	li-Ḥamāsat	1
1954-1830	1830-1954	1
الأطهر	al-aṭhar	1
وأتم	wa-atamma	1
الأعاجيب	al-aʻājīb	1
الجدعة	al-Jadʻah	1
لحمدون	li-Ḥamdūn	1
الجدعاني	al-Jadʻānī	1
الأعارف	al-aʻārif	1
لحمزة	li-Ḥamzah	1
1420-31	1420-31	1
لحمله	li-ḥamlihi	1
لحمو	li-Ḥammū	1
وأبين	wa-Abyan	1
وأبيض	wa-abyaḍ	1
وأثبت	wa-athbat	1
وأثراه	wa-athrāhu	1
الأطياب	al-aṭyāb	1
الأطيان	al-aṭyān	1
1953-2009	1953-2009	1
لحمد	li-Muḥammad	1
الأطيار	al-aṭyār	1
الأظعان	al-aẓʻān	1
وأثرة	wa-atharuhu	1
الجدليات	al-jadalīyāt	1
الأظمى	al-Uẓmá	1
وأعمالهم	wa-aʻmāluhum	1
الأشتهاردي	al-Ishtihārdī	1
وأصلحه	wa-aṣlaḥahu	1
وأصلح	wa-aṣlaḥ	1
الجراجرة	al-Jarājirah	1
لحجي	Laḥjī	1
وأصفهان	wa-Aṣfahān	1
الأشرعة	al-Ashriʻah	1
الأشري	al-Ashʻarī	1
وأصحابي	wa-aṣḥābī	1
الأشطر	al-Ashṭar	1
الأشعب	al-Ashʻab	1
الجراثيم	al-Jarāthīm	1
وأصوات	wa-aṣwāt	1
الأشرار	al-ashrār	1
الأشجان	al-ashjān	1
لحبيبب	Laḥbīb	1
وأصوليه	wa-uṣūliyah	1
وأصولية	wa-uṣūlīyatun	1
وأصولهما	wa-uṣūluhumā	1
وأصولهم	wa-uṣūluhum	1
الجراحات	al-Jirāḥāt	1
الأشخر	al-Ashkhar	1
الأشدة	al-ashiddah	1
لحداثة	li-ḥadāthat	1
الأشعة	al-ashiʻʻah	1
الأشقري	al-Ashqarī	1
لحرس	li-Ḥaras	1
وأشرق	Wa-ashraqa	1
وأشرفت	wa-ashrafat	1
الجرأة	al-jurʼāh	1
sudan	Sudan	1
libanais	libanais	1
وأشعاره	wa-ashʻārihi	1
وأشربة	wa-ashribah	1
وأشراف	wa-ashrāf	1
وأشراطها	wa-ashrāṭihā	1
وأشراط	wa-ashrāṭ	1
وأشجان	wa-ashjān	1
وأشتات	wa-ashtāt	1
الأشعرى	al-Ashʻarī	1
suicide	suicide	1
الأشعريين	al-Ashʻarīyīn	1
وأشكالية	wa-ishkālīyat	1
suffering	suffering	1
لحذاق	li-ḥudhdhāq	1
li-Ḥuqūq	li-Ḥuqūq	1
وأشعارهن	wa-ashʻāruhunna	1
لحراسة	li-Ḥirāsat	1
lexique	lexique	1
وأصيلة	wa-Aṣīlah	1
وأضحوكة	wa-uḍḥūkat	1
وأسير	wa-asīr	1
وأعلامهم	wa-aʻlāmihim	1
لحالة	li-ḥālat	1
الجراحين	al-jarrāḥīn	1
الأسيوية	al-Asyawīyah	1
وأعلاما	wa-aʻlāman	1
1415-1574	1415-1574	1
وأعقاب	wa-aʻqāb	1
وأعطال	wa-aʻṭāl	1
وأعلم	wa-aʻlam	1
الأسيدي	al-Usayyidī	1
الأسياذ	al-Ustādh	1
لحافذه	li-ḥāfīdihi	1
لحافظ	li-Ḥāfiẓ	1
وأعلها	wa-aʻallahā	1
الأسيل	al-Asīl	1
1415	1415	1
وأعمارهم	wa-aʻmārihim	1
وأعمار	wa-aʻmār	1
الأشاتذة	al-asātidhah	1
الأشارة	al-Ishārah	1
وأعراف	wa-aʻrāf	1
وأطيب	wa-aṭyab	1
وأطواره	wa-aṭwāruh	1
وأطماعه	wa-aṭmāʻuhu	1
وأطفال	wa-aṭfāl	1
1415-1912	1415-1912	1
الأشبيلي	al-Ashbīli	1
وأضيف	wa-uḍīfa	1
وأضرحتها	wa-aḍriḥatuhā	1
وأضرحة	wa-aḍriḥat	1
وأضرارها	wa-aḍrāruhā	1
وأظلمت	Wa-aẓlamat	1
وأعدو	wa-aʻadū	1
وأعدهّ	wa-aʻaddahu	1
وأعادهم	wa-aʻādahum	1
وأعباء	wa-aʻbāʼ	1
وأعاصير	wa-aʻāṣīr	1
وأشباح	wa-Ashbāḥ	1
وأسود	wa-aswad	1
وأديب	wa-adīb	1
لحستها	laḥsitʹhā	1
وأزمانها	wa-azmānuhā	1
الأصبيعي	al-Aṣbīʻī	1
لحسني	al-Ḥasanī	1
وأرييل	wa-Aryīl	1
الأصطرلاب	al-aṣṭurlāb	1
وأريتريا	wa-Arītriyā	1
وأريانة	wa-Aryānah	1
وأرى	Wa-ará	1
وأرومتھا	wa-arūmatihā	1
وأروبا	wa-Ūrubbā	1
1417-1	1417-1	1
وأساس	wa-asās	1
الجذب	al-jadhb	1
الجدّ	al-Jadd	1
وأساطير	wa-asāṭīr	1
وأساطر	wa-asāṭīr	1
الأصبغ	al-Asbagh	1
وأزمتة	wa-azmatahu	1
الجديوة	al-Jadīdah	1
وأزياء	wa-azyāʼ	1
وأزواج	wa-azwāj	1
وأزمنته	wa-azminatihi	1
وأركانه	wa-arkānuh	1
وأديرته	wa-adyiratuhu	1
لحضرموت	li-Ḥaḍramawt	1
وأراضي	wa-arāḍī	1
وأذكار	wa-adhkār	1
لحضور	li-ḥuḍūr	1
وأذربيجان	wa-Adharbījān	1
وأرباب	wa-arbāb	1
studied	studied	1
وأرامكو	wa-Arāmkū	1
وأربابها	wa-arbābihā	1
وأركان	wa-arkān	1
وأرجوزته	wa-urjūzatuhu	1
الأصطلاحي	al-iṣṭilāḥī	1
الأصطهاني	al-Iṣbahānī	1
الأصعب	al-aṣʻab	1
وأرسل	wa-arsala	1
وأرسطو	wa-Arisṭū	1
وأرج	wa-araj	1
وأربيل	wa-Arbīl	1
لحضارتها	li-ḥaḍāratihā	1
لحضانة	li-ḥaḍānat	1
وأربعون	wa-Arbaʻūn	1
الأصعدة	al-aṣʻidah	1
الجديرة	al-jadīrah	1
وأسوة	wa-uswat	1
الجذري	al-jidhrī	1
الأشمندريت	al-Arishmandarīt	1
وأسكنهم	wa-askanahum	1
وأسفارها	wa-asfāruhā	1
لحروف	liḥrūf	1
وأسفار	wa-asfār	1
وأسعار	wa-asʻār	1
الجذوتين	al-jadhwatayn	1
وأسسها	wa-ususuhā	1
وأسسه	wa-ususuh	1
وأسري	wa-asrā	1
وأسرها	wa-usaruhā	1
الأشمر	al-Ashmar	1
وأسلمة	wa-aslamat	1
الأشلم	al-Ashlam	1
لحركتي	li-ḥarakatay	1
وأسواقها	wa-aswāquhā	1
libanaise	libanaise	1
وأسواقه	wa-aswāqihi	1
وأسوار	wa-aswār	1
وأسهم	wa-asʹhama	1
وأسمائه	wa-asmāʼihi	1
لحركية	li-ḥarakīyat	1
الأشكنازن	al-Ashkināzin	1
الأشكوري	al-Ashkūrī	1
وأسلوبي	wa-uslūbī	1
وأسرته	wa-usratuh	1
وأسبابة	wa-asbābuh	1
لحس	Laḥs	1
لحسا	Laḥsā	1
الجذرية	al-jidhrīyah	1
لحسابات	li-ḥisābāt	1
الجذع	al-Jidhʻ	1
الأصاغر	al-asạ̄ghir	1
وأسانيد	wa-asānīd	1
success	success	1
وأساليبها	wa-asālībuhā	1
الأشوك	al-ashwak	1
وأسباطهم	wa-aṣbātihim	1
الجذوة	al-jadhwah	1
وأسرارا	wa-asrār	1
وأسرة	wa-usrah	1
الأشهور	al-ashhūr	1
وأسراره	wa-asrāruhu	1
1416-1996	1416-1996	1
الأشوري	al-Āshūrī	1
لحريق	li-ḥarīq	1
وأسرائيل	wa-Isrāʼīl	1
الأشواك	al-ashwāk	1
وأسترق	wa-astariqqu	1
وأستراليا	wa-Usturāliyā	1
وأستاذنا	wa-ustādhunā	1
لسانيا	lisānīyan	1
لعدة	li-ʻiddat	1
الإحتباس	al-Iḥtibās	1
لعدي	li-ʻAdī	1
لعديم	li-ʻadīm	1
لعذارى	li-ʻadhārá	1
نفرح	nafraḥ	1
لعرابة	Liʻrābah	1
نفرتيتي	Nafartītī	1
الإحتجاجات	al-Iḥtijājāt	1
نفر	nafar	1
نفذتها	naffadhatahā	1
لعراق	li-ʻIrāq	1
الإحباطات	al-iḥbāṭāt	1
نفروا	Nafrū	1
الثلوث	al-Thālūth	1
الإجمال	al-ijmāl	1
نفسة	nafsah	1
نفساني	nafsānī	1
لعدل	li-ʻAdl	1
نفرى	Niffarī	1
الإحارة	al-ijārah	1
لعدم	li-ʻadam	1
الإحباط	al-Iḥbāṭ	1
نفزاوة	Nifzāwah	1
الثلجي	al-Thaljī	1
نفحاته	nafaḥātih	1
لعربي	l-ʻArabī	1
الثلاثيني	al-thalāthīnī	1
نفاض	Naffāḍ	1
نفاست	Nifāsat	1
نفاذ	Nafādh	1
الإحتقان	al-iḥtiqān	1
لعروضي	li-ʻurūḍayy	1
نفاد	Nafād	1
نفاثة	Nafāthat	1
الثلاثينيات-التسعينيات	al-thalāthīnīyāt-al-tisʻīnīyāt	1
نفاتى	Naffātī	1
نفائسه	nafāʼisihi	1
الإحتكار	al-Iḥtikār	1
salaf	salaf	1
لعرى	li-ʻurá	1
لعريض	Laʻrayḍ	1
نفاضة	Nufāḍat	1
الإحتفاظ	al-iḥtifāẓ	1
الإحتراف	al-Iḥtirāf	1
لعرف	li-ʻirf	1
1635-1748	1635-1748	1
لعربية	al-ʻArabīyah	1
الثلب	al-Thalib	1
الإحتراق	al-Iḥtirāq	1
الثلاثينية	al-thalāthīnīyah	1
لعرضه	li-ʻarḍihi	1
نفاقي	nifāqī	1
نفجان	Nafjān	1
الإحتساب	al-Iḥtisāb	1
الإحتشام	al-Iḥtishām	1
الإحتفاء	al-iḥtifāʼ	1
نفتح	naftaḥu	1
نفت	Naft	1
salafī	سلفي	1
الإحتهاد	al-ijtihād	1
الإجبار	al-ijbār	1
الإجتاٍد	al-ijtihād	1
نفود	Nufūd	1
نفهمه	nafhamuh	1
satire	satire	1
نفمبر	Nofembir	1
لعبده	li-ʻAbduh	1
الإجتماعات	al-ijtimāʻāt	1
نفكر	nufakkiru	1
satellite	satellite	1
1950-1992	1950-1992	1
لعبت	Laʻibtu	1
لعبارة	li-ʻibārat	1
1619	16-19	1
الإثنين-الثلاثاء	al-Ithnayn-al-Thulāthāʼ	1
الثماني	al-thamānī	1
نفير	Nafīr	1
نفى	nafiyá	1
الثمالات	al-Thumālāt	1
نفيا	nafyan	1
الإثيوبية	al-Ithyūbīyah	1
الإجابات	al-Ijābāt	1
الإجتماعي-السياسي	al-ijtimāʻī-al-siyāsī	1
162	162	1
الثلوج	al-thulūj	1
sample	sample	1
الإجتهادي	al-ijtihādī	1
نفسيا	nafsīyan	1
لعترة	li-ʻitrat	1
لعجيل	li-ʻUjayl	1
salaires	salaires	1
لعدالته	li-ʻadālatihi	1
نفسية-اجتماعية	nafsīyah-ijtimāʻīyah	1
saracens	saracens	1
الإجتماعية-الإقتصادية	al-ijtimāʻīyah-al-iqtiṣādīyah	1
saoudiennes	women	1
لعبقرية	li-ʻabqarīyat	1
لعبود	li-ʻAbbūd	1
1950-1969	1950-1969	1
نفسية-بيولوجية-اجتماعية	nafsīyah-biyūlūjīyah-ijtimāʻīyah	1
نفطية	nafṭīyah	1
الإجتماعيّة	al-ijtimāʻīyah	1
sanāat	sanāat	1
لعزاري	Laʻzārī	1
الإحتياج	al-iḥtiyāj	1
لعبادة	li-ʻibādat	1
نعمار	Niʻmār	1
الإختلاس	al-Ikhtilās	1
لعقوبة	li-ʻuqūbat	1
sahlan	sahlan	1
نعرضه	naʻriḍuhu	1
lʼEurope	lʼEurope	1
نعرض	naʻriḍu	1
sacrement	sacrement	1
نعتته	naʻatathu	1
نعتبر	naʻtabir	1
نعبره	naʻburuh	1
نعبد	naʻbudu	1
لعقل	li-ʻaql	1
نعش	Naʻsh	1
لعقائدهم	li-ʻaqāʼidihim	1
الإختراق	al-Ikhtirāq	1
الثلاثاء-الأربعاء	al-Thulāthāʼ-al-Arbiʻāʼ	1
نعطي	nuʻṭá	1
الإختطاف	al-ikhtiṭā̄f	1
لعقارات	li-ʻAqārāt	1
نعل	naʻl	1
نعانعة	Naʻānaʻah	1
نعامي	Naʻāmī	1
1672-1822	1672-1822	1
لعلامة	li-ʻallāmat	1
نظيرها	naẓīruhā	1
لعلكم	Laʻallakum	1
1672	1672	1
نظّمته	naẓẓamathu	1
لعلل	li-ʻilal	1
نظموا	naẓamū	1
نظمهما	naẓẓamahumā	1
لعلامات	li-ʻalāmāt	1
لعلام	li-ʻallām	1
نعامنه	Naʻāminah	1
نعالج	tuʻāliju	1
نعامنة	Naʻāminah	1
نعام	Naʻām	1
الثقيل	al-thaqīl	1
نعالجها	nuʻālijuhā	1
الثقيفي	al-Thaqafī	1
نعاسك	nuʻāsik	1
نعارض	nuʻāriḍu	1
167	167	1
الإختراعات	al-ikhtirāʻāt	1
نغير	nughayyir	1
الإختبارات	al-Ikhtibārāt	1
نعيمات	Nuʻaymāt	1
الإحرام	al-iḥrām	1
1642-1907	1642-1907	1
لعصاب	lʻaṣāb	1
لعصام	li-ʻIṣām	1
الثلاثى	al-thulāthī	1
الثلاثونات	al-Thalāthūnāt	1
نعيلات	Naʻīlāt	1
لعصرنا	li-ʻaṣrinā	1
نعيشه	naʻīshah	1
نعيش	naʻīsha	1
لعزلة	li-ʻuzlat	1
نغني	Nughannī	1
لعزيزة	Laʻzīzah	1
لعسكر	ʻAskar	1
لعشائر	li-ʻashāʼir	1
نغمة	Naghmat	1
الإحتياط	al-iḥtiyāṭ	1
لعشرة	li-ʻashrat	1
1637	1637	1
الإحجام	al-iḥjām	1
الإحراف	al-inḥirāf	1
نعيري	Nuʻayrī	1
الإحسايني	al-Iḥsāyinī	1
الإحيائيين	al-iḥyāʼīyīn	1
لعضوية	li-ʻuḍwīyat	1
الإحيائي	al-iḥyāʼī	1
لعطاء	li-ʻAṭāʼ	1
لعضدالدين	li-ʻAḍud-al-Dīn	1
1659-1671	1659-1671	1
الثلاثاء-الاربعاء	al-Thulāthāʼ-al-Arbiʻāʼ	1
الإخباريات	al-Ikhbārīyāt	1
الإخباريون	al-Ikhbārīyūn	1
lʼEtat	lʼEtat	1
نعيد	nuʻīdu	1
لعصفورين	li-ʻuṣfūrayn	1
لعصفور	li-ʻuṣfūr	1
said	said	1
لعضاء	li-aʻḍāʼ	1
نعوته	nuʻūtihi	1
نعنع	Naʻnaʻ	1
الإحصائيات	al-Iḥṣāʼīyāt	1
نفيستين	nafīsatayn	1
الإثنيات	al-ithnīyāt	1
1675-1591	1591-1675	1
نكدية	nikadīyah	1
scientific	scientific	1
نقّح	nuqqiḥa	1
نقيضان	Naqīḍān	1
لطلعة	li-ṭalʻat	1
لطمة	Laṭmah	1
لطموحاتهم	li-ṭumūḥātihim	1
نقيد	nuqayyidu	1
scientafic	scientific	1
schools	schools	1
الإبر	al-ibar	1
الإبراء	al-ibrāʼ	1
scientifique	scientifique	1
نكاوي	Nagāwī	1
نكتة	Nuktat	1
نكتبك	Naktubuka	1
لطلاق	li-ṭalāq	1
لطلب	li-ṭalab	1
الإبتدائيية	al-Ibtidāʼīyah	1
الإبتدائيية-الإعدادية	al-Ibtidāʼīyah-al-Iʻdādīyah	1
الإبتعاث	al-ibtiʻāth	1
لطلبات	li-ṭalabāt	1
lʼArabe	lʼArabe	1
لطوغان	li-Ṭūghān	1
schooling	schooling	1
الإبستمولوجية	al-ibistimūlūjīyah	1
الإبستيم	al-ibistīm	1
لطيب	li-ṭayyib	1
نقودنا	nuqūdinā	1
نقمة	niqmah	1
الثنايان	al-Thanayyān	1
الإبعاد	al-ibʻād	1
160-296	160-296	1
الإبستلوجية	al-ibistimlūjīyah	1
نقوشا	nuqūshan	1
نقوى	Naqavī	1
الإبرلي	al-Irbilī	1
نقولٱ	nuqūlan	1
الإبراهيمى	al-Ibrāhīmī	1
نقولاته	nuqūlātuh	1
نقولات	nuqūlāt	1
16-21	16-21	1
نقوشهم	nuqūshihim	1
نقول	naqūla	1
الثنوية	al-thanawīyah	1
نكرههم	nakrahuhum	1
نكسة	Naksat	1
لطفل	li-ṭifl	1
الؤسسة	al-Muʼassasah	1
لطفلك	li-ṭiflik	1
الثوارات	al-thawārāt	1
الؤمنين	al-Muʼminīn	1
نمذجا	namudhajan	1
نماىۀ	Namāyah-ʼi	1
نمازي	Namāzī	1
نمارنة	Namārinah	1
1951-1956	1951-1956	1
نمارسه	numārisuh	1
الإ	al-I	1
نماذجه	namādhijuh	1
لطفا	Luṭfan	1
screens	screens	1
الأيمة	al-ayimmah	1
نمطي	namaṭī	1
نمسوي	Namsawī	1
نمراني	Namrānī	1
نمساوية	Nimsāwīyah	1
الأيمن	al-Ayman	1
الأين	al-ayn	1
الأيوبى	al-Ayyūbī	1
16-17-18	16-17-18	1
16-17م	16-17M	1
نلجي	Nājī	1
نكوين	takwīn	1
الإباحية	al-ibāḥīyah	1
نكوص	nukūṣ	1
نكهة	Nakʹhat	1
scolaire	scolaire	1
نكلاوي	Niklāwī	1
الإباحي	al-ibāḥī	1
نمادج	namādhij	1
نمائها	namaʼihā	1
الإباء	al-Ibāʼ	1
نم	min	1
نلينو	Nallīnū	1
نليدي	Talīdī	1
الإبلية	al-Ibilīyah	1
نقديʼ	naqdīʼ	1
نقح	nuqqiḥa	1
لعار	li-ʻār	1
نقة	naqqat	1
لعاشق	li-ʻāshiq	1
لعاصم	li-ʻĀṣim	1
الإتفاقييات	ittifāqīyāt	1
الإتهامات	al-Ittihāmāt	1
